site,sub.site,planting.date,sample.date,sample.season,sample.point,transect,start.meter,diversity.treatment,no.sites,identity,quadrat,present,shoot.id,shoot.density,field.notes,extraction.date,plate.id,well.id,leaf.area.sampled,mass.mg,Cq.mean,Cq.std.dev,copy.no,copy.no.per.extraction,copy.no.per.cell,cells.per.uL,cells.per.extraction,cell.per.mg,cells.present,cells.absent,qPCR.trial.ID,qPCR.run,qPCR.notes,leaf.length,leaf.area,lesion.area,lesion.pc,no.lesions,lesions.present,lesions.absent,visual.scoring.notes
middleground,ILFW,spring.2017,10.22.18,fall,18,north,21,mono,1,westbeach,4,1,C,1,,11.6.18,MGD_P1,12F,M,2.95,0,0,0,0,1553.546466,0,0,0,0,1,T3,1,,34.084,9.522,0,0,0,0,1,
middleground,ILFW,spring.2017,10.22.18,fall,18,north,21,mono,1,westbeach,4,1,D,1,,11.6.18,MGD_P1,12G,M,2.93,0,0,0,0,1553.546466,0,0,0,0,1,T3,1,,16.284,2.686,0.021,0.78183172,4,1,0,
middleground,ILFW,spring.2017,10.22.18,fall,18,north,21,mono,1,westbeach,4,1,E,1,,11.6.18,MGD_P1,12H,M,3.39,0,0,0,0,1553.546466,0,0,0,0,1,T3,1,,20.511,4.954,0,0,0,0,1,
middleground,ILFW,spring.2017,10.22.18,fall,18,north,28,mono,1,nahant,3,1,A,68,,11.6.18,MGD_P1,4G,M,2.88,0,0,0,0,1392.846775,0,0,0,0,1,T1,1,,66.5,27.986,0,0,0,0,1,broken tip
middleground,ILFW,spring.2017,10.22.18,fall,18,north,28,mono,1,nahant,3,1,B,68,,11.6.18,MGD_P1,4H,M,3.27,0,0,0,0,1553.546466,0,0,0,0,1,T1&T3,1,Only 1 well flouresced; rerun,74.517,32.869,2.403,7.310840001,4,1,0,
middleground,ILFW,spring.2017,10.22.18,fall,18,north,28,mono,1,nahant,3,1,C,68,,11.6.18,MGD_P1,5A,M,3.02,0,0,0,0,1392.846775,0,0,0,0,1,T1,1,,72.302,31.605,0,0,0,0,1,
middleground,ILFW,spring.2017,10.22.18,fall,18,north,28,mono,1,nahant,3,1,D,68,,11.6.18,MGD_P1,5B,M,3.27,0,0,0,0,1553.546466,0,0,0,0,1,T1&T3,1,Only 1 well flouresced; rerun,48.409,18.395,0.224,1.217722207,6,1,0,
middleground,ILFW,spring.2017,10.22.18,fall,18,north,28,mono,1,nahant,3,1,E,68,,11.6.18,MGD_P1,5C,M,2.44,0,0,0,0,1392.846775,0,0,0,0,1,T1,1,,53.346,20.469,0,0,0,0,1,
middleground,ILFW,spring.2017,10.22.18,fall,18,north,28,mono,1,nahant,5,1,A,37,,11.6.18,MGD_P1,5D,M,3.23,0,0,0,0,1553.546466,0,0,0,0,1,T1&T3,1,Only 1 well flouresced; rerun,85.086,35.906,0.677,1.88547875,4,1,0,
middleground,ILFW,spring.2017,10.22.18,fall,18,north,28,mono,1,nahant,5,1,B,37,,11.6.18,MGD_P1,5E,M,3.93,0,0,0,0,1392.846775,0,0,0,0,1,T1,1,,62.618,29.511,0,0,0,0,1,
middleground,ILFW,spring.2017,10.22.18,fall,18,north,28,mono,1,nahant,5,1,D,37,,11.6.18,MGD_P1,5G,M,3.41,0,0,0,0,1839.610348,0,0,0,0,1,T2,1,,73.622,35.493,1.25,3.521821204,12,1,0,
middleground,ILFW,spring.2017,10.22.18,fall,18,north,35,poly,3,poly3,4,1,A,12,,11.6.18,MGD_P1,9H,M,3.15,0,0,0,0,1839.610348,0,0,0,0,1,T2,1,,30.395,10.018,0,0,0,0,1,
middleground,ILFW,spring.2017,10.22.18,fall,18,north,35,poly,3,poly3,4,1,B,12,,11.6.18,MGD_P1,10A,M,3.3,0,0,0,0,1839.610348,0,0,0,0,1,T2,1,,33.13,12.773,0,0,0,0,1,
middleground,ILFW,spring.2017,10.22.18,fall,18,north,35,poly,3,poly3,4,1,C,12,,11.6.18,MGD_P1,10B,M,3.28,0,0,0,0,1839.610348,0,0,0,0,1,T2,1,,32.018,10.454,0,0,0,0,1,
middleground,ILFW,spring.2017,10.22.18,fall,18,north,35,poly,3,poly3,4,1,D,12,,11.6.18,MGD_P1,10C,M,2.68,0,0,0,0,1553.546466,0,0,0,0,1,T3,1,,42.834,16.263,0.713,4.38418496,1,1,0,broken tip
middleground,ILFW,spring.2017,10.22.18,fall,18,north,35,poly,3,poly3,4,1,E,12,,11.6.18,MGD_P1,10D,M,3,0,0,0,0,1553.546466,0,0,0,0,1,T3,1,,30.691,11.17,0.055,0.492390331,1,1,0,
middleground,ILFW,spring.2017,10.22.18,fall,18,north,35,poly,3,poly3,5,1,A,57,,11.14.18,MGD_P2,4F,M,2.96,0,0,0,0,1356.62826,0,0,0,0,1,T4,1,,37.972,12.037,0,0,0,0,1,
middleground,ILFW,spring.2017,10.22.18,fall,18,north,35,poly,3,poly3,5,1,B,57,,11.14.18,MGD_P2,4G,M,3.36,0,0,0,0,1356.62826,0,0,0,0,1,T4,1,,38.566,16.181,0.184,1.137136147,6,1,0,
middleground,ILFW,spring.2017,10.22.18,fall,18,south,0,poly,3,poly3,3,1,A,38,,11.14.18,MGD_P2,3D,NA,2.51,0,0,0,0,1356.62826,0,0,0,0,1,T4,1,,58.557,26.492,0.5,1.887362223,8,1,0,
middleground,ILFW,spring.2017,10.22.18,fall,18,south,0,poly,3,poly3,3,1,D,38,,11.14.18,MGD_P2,3G,M,3.68,0,0,0,0,1458.645035,0,0,0,0,1,T4&T6,1,Cq diff>1; rerun,49.916,15.958,0,0,0,0,1,
middleground,ILFW,spring.2017,10.22.18,fall,18,south,0,poly,3,poly3,5,1,A,54,,11.6.18,MGD_P1,8F,M,3.43,0,0,0,0,1839.610348,0,0,0,0,1,T2,1,,61.235,29.593,0.396,1.338154293,3,1,0,broken tip
middleground,ILFW,spring.2017,10.22.18,fall,18,south,0,poly,3,poly3,5,1,C,54,,11.6.18,MGD_P1,8H,M,3.92,0,0,0,0,1839.610348,0,0,0,0,1,T2,1,,70.231,32.999,0.909,2.754628928,3,1,0,
middleground,ILFW,spring.2017,10.22.18,fall,18,south,0,poly,3,poly3,5,1,D,54,,11.6.18,MGD_P1,9A,M,2.78,0,0,0,0,1587.599362,0,0,0,0,1,T2&T5,1,Only 1 well flouresced; rerun,40.796,11.621,1.562,13.44118406,4,1,0,
middleground,ILFW,spring.2017,10.22.18,fall,18,south,0,poly,3,poly3,5,1,E,54,,11.6.18,MGD_P1,9B,M,3.13,0,0,0,0,1587.599362,0,0,0,0,1,T2&T5,1,Only 1 well flouresced; rerun,54.291,24.965,0.262,1.049469257,3,1,0,
middleground,ILFW,spring.2017,10.22.18,fall,18,south,7,mono,1,aquavitae,1,1,A,48,,11.6.18,MGD_P1,1A,M,3.63,0,0,0,0,1392.846775,0,0,0,0,1,T1,1,,46.978,17.774,0.068,0.382581299,2,1,0,
middleground,ILFW,spring.2017,10.22.18,fall,18,south,7,mono,1,aquavitae,1,1,B,48,,11.6.18,MGD_P1,1B,M,2.69,0,0,0,0,1392.846775,0,0,0,0,1,T1,1,,24.669,7.345,0.025,0.340367597,1,1,0,
middleground,ILFW,spring.2017,10.22.18,fall,18,south,7,mono,1,aquavitae,1,1,C,48,,11.6.18,MGD_P1,1C,M,2.8,0,0,0,0,1392.846775,0,0,0,0,1,T1,1,,46.135,14.755,0.145,0.982717723,6,1,0,
middleground,ILFW,spring.2017,10.22.18,fall,18,south,7,mono,1,aquavitae,1,1,D,48,,11.6.18,MGD_P1,1D,M,2.61,0,0,0,0,1392.846775,0,0,0,0,1,T1,1,,49.209,20.34,0.053,0.260570305,2,1,0,
middleground,ILFW,spring.2017,10.22.18,fall,18,south,7,mono,1,aquavitae,1,1,E,48,,11.6.18,MGD_P1,1E,M,3.23,0,0,0,0,1553.546466,0,0,0,0,1,T1&T3,1,Only 1 well flouresced; rerun,51.732,18.951,0.141,0.744024062,4,1,0,
middleground,ILFW,spring.2017,10.22.18,fall,18,south,7,mono,1,aquavitae,5,1,B,77,,11.6.18,MGD_P1,1G,M,2.65,0,0,0,0,1553.546466,0,0,0,0,1,T1&T3,1,Only 1 well flouresced; rerun,52.738,19.583,2.973,15.181535,6,1,0,
middleground,ILFW,spring.2017,10.22.18,fall,18,south,7,mono,1,aquavitae,5,1,E,77,,11.6.18,MGD_P1,2B,M,2.7,0,0,0,0,1553.546466,0,0,0,0,1,T1&T3,1,Cq diff>1; rerun,52.613,23.442,0.569,2.427267298,4,1,0,
middleground,ILFW,spring.2017,10.22.18,fall,18,south,14,poly,5,poly5,1,1,B,50,,11.14.18,MGD_P2,5D,M,3.56,0,0,0,0,1356.62826,0,0,0,0,1,T4,1,,42.625,14.496,0.597,4.118377483,2,1,0,
middleground,ILFW,spring.2017,10.22.18,fall,18,south,14,poly,5,poly5,1,1,D,50,,11.14.18,MGD_P2,5F,M,3.22,0,0,0,0,1458.645035,0,0,0,0,1,T5&T6,1,Only 1 well flouresced; rerun,46.229,17.69,0,0,0,0,1,
middleground,ILFW,spring.2017,10.22.18,fall,18,south,14,poly,5,poly5,2,1,A,46,,11.14.18,MGD_P2,5H,M,2.89,0,0,0,0,1587.599362,0,0,0,0,1,T5,1,,46.58,17.616,0.483,2.741825613,3,1,0,
middleground,ILFW,spring.2017,10.22.18,fall,18,south,14,poly,5,poly5,2,1,B,46,,11.14.18,MGD_P2,6A,M,3.41,0,0,0,0,1587.599362,0,0,0,0,1,T5,1,,43.408,15.265,0.077,0.50442188,6,1,0,
middleground,ILFW,spring.2017,10.22.18,fall,18,south,14,poly,5,poly5,3,1,A,4,,11.6.18,MGD_P1,10E,M,3.3,0,0,0,0,1553.546466,0,0,0,0,1,T3,1,,54.297,19.539,0.041,0.209836737,1,1,0,
middleground,ILFW,spring.2017,10.22.18,fall,18,south,14,poly,5,poly5,3,1,C,4,,11.6.18,MGD_P1,10G,M,3.35,0,0,0,0,1553.546466,0,0,0,0,1,T3,1,,53.233,21.969,0.195,0.887614366,7,1,0,
middleground,ILFW,spring.2017,10.22.18,fall,18,south,14,poly,5,poly5,3,1,D,4,,11.6.18,MGD_P1,10H,M,3.68,0,0,0,0,1553.546466,0,0,0,0,1,T3,1,,31.913,12.627,0.018,0.142551675,2,1,0,
middleground,ILFW,spring.2017,10.22.18,fall,18,south,14,poly,5,poly5,3,1,E,4,,11.6.18,MGD_P1,11A,M,3.8,0,0,0,0,1553.546466,0,0,0,0,1,T3,1,,51.638,20.971,5.183,24.71508273,3,1,0,
middleground,ILFW,spring.2017,10.22.18,fall,18,south,14,poly,5,poly5,5,1,A,14,,11.14.18,MGD_P2,6B,M,3.46,0,0,0,0,1587.599362,0,0,0,0,1,T5,1,,60.576,30.635,0,0,0,0,1,
middleground,ILFW,spring.2017,10.22.18,fall,18,south,14,poly,5,poly5,5,1,B,14,,11.14.18,MGD_P2,6C,M,3.14,0,0,0,0,1458.645035,0,0,0,0,1,T5&T6,1,Only 1 well flouresced; rerun,34.344,11.203,0.069,0.615906454,2,1,0,
middleground,ILFW,spring.2017,10.22.18,fall,18,south,14,poly,5,poly5,5,1,E,14,,11.14.18,MGD_P2,6F,M,3.22,0,0,0,0,1458.645035,0,0,0,0,1,T5&T6,1,Cq diff>1; rerun,31.873,12.447,1.322,10.62103318,2,1,0,broken tip
middleground,ILFW,spring.2017,10.22.18,fall,18,south,21,poly,3,poly3,2,1,A,26,,11.6.18,MGD_P1,9C,M,3.67,0,0,0,0,1839.610348,0,0,0,0,1,T2,1,,41.013,16.842,0,0,0,0,1,
middleground,ILFW,spring.2017,10.22.18,fall,18,south,21,poly,3,poly3,2,1,B,26,,11.6.18,MGD_P1,9D,M,2.73,0,0,0,0,1839.610348,0,0,0,0,1,T2,1,,33.696,11.129,0,0,0,0,1,
middleground,ILFW,spring.2017,10.22.18,fall,18,south,21,poly,3,poly3,2,1,C,26,,11.6.18,MGD_P1,9E,M,2.61,0,0,0,0,1839.610348,0,0,0,0,1,T2,1,,43.343,16.65,2.231,13.3993994,4,1,0,
middleground,ILFW,spring.2017,10.22.18,fall,18,south,21,poly,3,poly3,2,1,E,26,,11.6.18,MGD_P1,9G,M,3.39,0,0,0,0,1587.599362,0,0,0,0,1,T2&T5,1,Only 1 well flouresced; rerun,49.74,21.467,0,0,0,0,1,
middleground,ILFW,spring.2017,10.22.18,fall,18,south,21,poly,3,poly3,3,1,A,24,,11.14.18,MGD_P2,4A,M,3.41,0,0,0,0,1458.645035,0,0,0,0,1,T4&T6,1,Only 1 well flouresced; rerun,37.813,13.329,0.526,3.946282542,5,1,0,
middleground,ILFW,spring.2017,10.22.18,fall,18,south,21,poly,3,poly3,3,1,D,24,,11.14.18,MGD_P2,4D,M,3.14,0,0,0,0,1356.62826,0,0,0,0,1,T4,1,,33.534,12.375,0.069,0.557575758,2,1,0,broken tip
middleground,ILFW,spring.2017,10.22.18,fall,18,south,28,mono,1,aquavitae,1,1,A,91,,11.6.18,MGD_P1,2C,M,2.43,0,0,0,0,1553.546466,0,0,0,0,1,T1&T3,1,Cq diff>1; rerun,47.733,17.384,0.06,0.345144961,2,1,0,
middleground,ILFW,spring.2017,10.22.18,fall,18,south,28,mono,1,aquavitae,1,1,E,91,,11.6.18,MGD_P1,2G,NA,3.08,0,0,0,0,1392.846775,0,0,0,0,1,T1,1,,50.294,22.22,2.522,11.35013501,1,1,0,
middleground,ILFW,spring.2017,10.22.18,fall,18,south,28,mono,1,aquavitae,2,1,B,79,,11.6.18,MGD_P1,3A,M,2.73,0,0,0,0,1553.546466,0,0,0,0,1,T1&T3,1,Only 1 well flouresced; rerun,44.289,19.036,0.386,2.02773692,2,1,0,broken tip
middleground,ILFW,spring.2017,10.22.18,fall,18,south,28,mono,1,aquavitae,2,1,D,79,,11.6.18,MGD_P1,3C,M,2.45,0,0,0,0,1392.846775,0,0,0,0,1,T1,1,,30.934,13.698,0.52,3.796174624,1,1,0,broken tip
middleground,ILFW,spring.2017,10.22.18,fall,18,south,28,mono,1,aquavitae,2,1,E,79,,11.6.18,MGD_P1,3D,M,3.64,0,0,0,0,1553.546466,0,0,0,0,1,T1&T3,1,Only 1 well flouresced; rerun,53.73,21.995,0.157,0.713798591,3,1,0,
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,0,mono,1,nilesbeach,1,1,A,37,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,0,mono,1,nilesbeach,1,1,B,37,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,0,mono,1,nilesbeach,1,1,C,37,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,0,mono,1,nilesbeach,1,1,D,37,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,0,mono,1,nilesbeach,1,1,E,37,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,0,mono,1,nilesbeach,2,1,A,22,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,0,mono,1,nilesbeach,2,1,B,22,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,0,mono,1,nilesbeach,2,1,C,22,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,0,mono,1,nilesbeach,2,1,D,22,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,0,mono,1,nilesbeach,2,1,E,22,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,0,mono,1,nilesbeach,4,1,A,29,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,0,mono,1,nilesbeach,4,1,B,29,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,0,mono,1,nilesbeach,4,1,C,29,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,0,mono,1,nilesbeach,4,1,D,29,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,0,mono,1,nilesbeach,4,1,E,29,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,0,mono,1,nilesbeach,6,1,A,31,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,0,mono,1,nilesbeach,6,1,B,31,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,0,mono,1,nilesbeach,6,1,C,31,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,0,mono,1,nilesbeach,6,1,D,31,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,0,mono,1,nilesbeach,6,1,E,31,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,7,mono,1,nilesbeach,1,1,E,95,,11.14.18,MGD_P2,3C,M,2.56,34.77,NA,33.6343591,3363.43591,1356.62826,0.024792613,2.479261276,NA,NA,NA,T4&T6,NA,Only 1 well flouresced; rerun- Cq diff>1,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,7,mono,1,nilesbeach,2,1,A,33,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,7,mono,1,nilesbeach,2,1,B,33,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,7,mono,1,nilesbeach,2,1,C,33,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,7,mono,1,nilesbeach,2,1,D,33,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,7,mono,1,nilesbeach,2,1,E,33,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,7,mono,1,nilesbeach,4,1,NA,NA,"~4 shoots total, not sampled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,7,mono,1,nilesbeach,5,1,A,74,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,7,mono,1,nilesbeach,5,1,B,74,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,7,mono,1,nilesbeach,5,1,C,74,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,7,mono,1,nilesbeach,5,1,D,74,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,7,mono,1,nilesbeach,5,1,E,74,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,7,mono,1,nilesbeach,6,1,A,56,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,7,mono,1,nilesbeach,6,1,B,56,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,7,mono,1,nilesbeach,6,1,C,56,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,7,mono,1,nilesbeach,6,1,D,56,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,7,mono,1,nilesbeach,6,1,E,56,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,28,poly,5,poly5,1,0,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,28,poly,5,poly5,2,0,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,28,poly,5,poly5,3,0,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,28,poly,5,poly5,4,0,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,35,mono,1,lynn,6,1,E,45,,11.14.18,MGD_P2,7C,M,3.31,36.79,NA,7.641146181,764.1146181,1587.599362,0.004813019,0.481301918,NA,NA,NA,T5&T6,NA,Only 1 well flouresced; rerun- Cq diff>1,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,28,poly,5,poly5,6,1,E,53,,11.14.18,MGD_P2,1D,NA,3.03,35.1,NA,27.05542549,2705.542549,1356.62826,0.019943139,1.994313866,NA,NA,NA,T4&T5&T6,NA,Only 1 well flouresced; rerun- Cq diff>1; rerun- Cq diff>1,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,35,mono,1,lynn,1,1,A,68,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,35,mono,1,lynn,1,1,B,68,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,35,mono,1,lynn,1,1,C,68,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,35,mono,1,lynn,1,1,D,68,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,35,mono,1,lynn,1,1,E,68,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,35,mono,1,lynn,4,1,A,62,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,35,mono,1,lynn,4,1,B,62,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,35,mono,1,lynn,4,1,C,62,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,mid,35,mono,1,lynn,4,1,D,62,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,north,14,mono,1,nahant,1,0,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
